item,ID,itemLabel,stateLabel,countyLabel,latitude,longitude,inception,height in ,focalHeight,range in nauticalmiles,lightCharacteristic,heritageDesignation,image,yearOfTransfer,"
proceeds",satImage,noSatImg,Conveyd Lightstaition
http://www.wikidata.org/entity/Q5876983,Q5876983,Hog Island Shoal Light,Rhode Island,Newport County,41.632306,-71.273222,1886,18,"16,5",12,Iso W 6s,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Hog%20Island%20Shoal%20Light%20in%202007.jpg,2007,"$165,001",,x,publicSale
http://www.wikidata.org/entity/Q6391315,Q6391315,Kenosha North Pier Light,Wisconsin,Kenosha,42.5888,-87.8086,1906,15,15,11,Iso R 6s,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Kenosha%20North%20Pier%20Lighthouse.jpg,2011,"$17,000",,,publicSale
http://www.wikidata.org/entity/Q7545272,Q7545272,Smith Point Light,Virginia,Northumberland County,37.879722,-76.183889,1897,16,16,16,Fl W 10s,http://www.wikidata.org/entity/Q7934314,http://commons.wikimedia.org/wiki/Special:FilePath/Smith%20Point%20Lighthouse.jpg,2005,"$170,000",,x,publicSale
http://www.wikidata.org/entity/Q7571308,Q7571308,Southwest Ledge Light,Connecticut,New Haven County,41.231389,-72.923611,1877,14,17,13,Fl R 5s,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/SouthwestLedge%20NewHaven.jpg,2016,"$180,002",,x,publicSale
http://www.wikidata.org/entity/Q5266004,Q5266004,Detroit River Light,Michigan,Monroe County,42.00075,-83.140681,1875,15,17,10,Fl(2) W 6s,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Bar%20Point%20Shoal%20-%20Detroit%20River%20Light%20MI.JPG,2017,"$188,500",,x,publicSale
http://www.wikidata.org/entity/Q5132124,Q5132124,Cleveland East Ledge Light,Massachusetts,Falmouth,41.630964,-70.694179,1943,21,23,15,Fl W 10s,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Cleveland%20Ledge%20Lighthouse%20MA.JPG,2013,"$190,000",,x,publicSale
http://www.wikidata.org/entity/Q7288480,Q7288480,Ram Island Ledge Light,Maine,Portland,43.63147222,-70.18736111,1905,22,"23,5",8,Fl(2) W 6s,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Ram%20Island%20Ledge%20Light.jpg,2011,"$190,000",,,publicSale
http://www.wikidata.org/entity/Q1581328,Q1581328,West Bank Light,Now York,Staten Island,40.538,-74.042806,1901,17,21,12,Iso R 6s,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/West%20Bank%20%28NY%29%20Light.JPG,2010,"$195,000",,x,publicSale
http://www.wikidata.org/entity/Q5270818,Q5270818,Diamond Head Light,North Carolina,Oahu,21.256944,-157.809444,1898,17,45,14,Oc(2) WR 10s,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Diamond%20Head%20Lighthouse%2C%20Honolulu%2C%20USA-4Aug2009.jpg,2012,"$20,000",,,publicSale
http://www.wikidata.org/entity/Q5475898,Q5475898,Fourteen Foot Bank Light,Delaware,Kent County,39.0482,-75.1836,1886,12,18,13,"Fl W 9s, R Sector",http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/14footbk.jpg,2007,"$200,000",,x,publicSale
http://www.wikidata.org/entity/Q6646553,Q6646553,Liston Range Rear Light,Delaware,New Castle County,39.5239,-75.639,1877,37,54,19,F W,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Liston%20Range%20Rear%20Light.jpg,2013,"$22,003",,,publicSale
http://www.wikidata.org/entity/Q6869325,Q6869325,Minot's Ledge Light,Massachusetts,Norfolk County,42.269722,-70.759083,1850,27,26,10,Fl(1+4+3) W 45s,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Minot%20light.gif,2014,"$222,000",,x,publicSale
http://www.wikidata.org/entity/Q6496156,Q6496156,Latimer Reef Light,New York,Long Island,41.304507,-71.933316,1804,15,17,9,Fl W 6s,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Latimer%20Reef%20Light%201.jpg,2010,"$225,000",,x,publicSale
http://www.wikidata.org/entity/Q7158764,Q7158764,Peck Ledge Light,Connecticut,Norwalk,41.0783,-73.3683,1906,16,19,5,Fl G 2.5s,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Pecks%20Ledge%20Lighthouse%20Norwalk%20CT.jpg,2015,"$235,000",,x,publicSale
http://www.wikidata.org/entity/Q5328070,Q5328070,East Charity Shoal Light,New York,Cape Vincent,44.0367,-76.4817,1877,12,16,9,Fl R 4s,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Eastcharityshoal.JPG,2009,"$25,501",,x,publicSale
http://www.wikidata.org/entity/Q7417418,Q7417418,Sandy Point Shoal Light,Maryland,Anne Arundel County,39.016,-76.38458333,1883,11,16,9,Fl W 6s,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Sandy%20Point%20Shoal%20Light%20MD1.jpg,2006,"$250,000",,,publicSale
http://www.wikidata.org/entity/Q7102309,Q7102309,Orient Point Light,New York,Suffolk County,41.163442,-72.223615,1899,16,20,17,Fl W 5s,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Orientpointlight.jpg,2013,"$252,000",,,publicSale
http://www.wikidata.org/entity/Q6487483,Q6487483,Lansing Shoals Light Station,Michigan,Mackinac County,45.903333,-85.561667,1928,18,21,14,Fl W 10s,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Lansingshoal.jpg,2017,"$26,000",,x,publicSale
http://www.wikidata.org/entity/Q4852868,Q4852868,Baltimore Harbor Light,Maryland,Anne Arundel County,39.05919,-76.399,1908,16,16,5,"FI W 2.5s, R sector",http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Baltimore%20Light.jpg,2006,"$260,000",,x,publicSale
http://www.wikidata.org/entity/Q5584112,Q5584112,Goose Rocks Light,Maine,North Haven,44.13541667,-68.83066667,1890,"15,5","15,5",11,Fl W 6s,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Goose%20Rocks%20Light.jpg,2006,"$27,000",,,publicSale
http://www.wikidata.org/entity/Q14716228,Q14716228,Minneapolis Shoal Light Station,Michigan,Delta County,45.5361,-86.9983,1934,21,25,27,Fl W 5s,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Minneapolisshoal.jpg,2017,"$28,000",,x,publicSale
http://www.wikidata.org/entity/Q7162651,Q7162651,Penfield Reef Light,Connecticut,Fairfield County,41.116667,-73.221667,1874,35,51,15,Fl R 6s,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Penfield%20Reef%20Lighthouse%20Postcard%201913.jpg,2017,"$282,345",,x,publicSale
http://www.wikidata.org/entity/Q5641964,Q5641964,Halfway Rock Light,Maine,Cumberland County,43.65577778,-70.036785,1871,23,"23,5",19,Fl R 5s,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Halfway%20Rock%20Light.JPG,2014,"$283,000",,x,publicSale
http://www.wikidata.org/entity/Q3378379,Q3378379,Saybrook Breakwater Light,Connecticut,Old Saybrook,41.2632,-72.34276,1886,15,18,3,Fl G 6s,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Avery%20Point%20Lighthouse%202000.jpg,2015,"$290,000",,,publicSale
http://www.wikidata.org/entity/Q6750266,Q6750266,Manitowoc Breakwater Light,Wisconsin,Manitowoc,44.0928,-87.6436,1918,12,16,13,Iso W 6s,,http://commons.wikimedia.org/wiki/Special:FilePath/ManitowocLight.jpg,2011,"$30,000",,,publicSale
http://www.wikidata.org/entity/Q14692599,Q14692599,Duluth Harbor North Pier Light,Minnesota,Duluth,46.781,-92.0881,1910,11,13,11,Iso R 4s,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Duluth%20North%20Pier%20Light%20HAER.png,2009,"$31,000",,,publicSale
http://www.wikidata.org/entity/Q7018936,Q7018936,Newport News Middle Ground Light,Virginia,Newport News,36.945,-76.391667,1891,21,18,12,"Fl R, 10s",http://www.wikidata.org/entity/Q7934314,http://commons.wikimedia.org/wiki/Special:FilePath/USCGnewportnewslight.JPG,2005,"$31,000",,x,publicSale
http://www.wikidata.org/entity/Q6650223,Q6650223,Little Gull Island Light,New York,Suffolk County,41.20638889,-72.10694444,1806,25,28,18,Fl(2) W 15s,,http://commons.wikimedia.org/wiki/Special:FilePath/Littlegullmodern.JPG,2012,"$381,000",,,publicSale
http://www.wikidata.org/entity/Q81643507,Q81643507,Conneaut Harbor Light,Ohio,Ashtabula County,41.979722222,-80.558055555,1905,12,16,13,Fl WR 5s,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Conneaut%20Harbor%20West%20Breakwater%20light.jpg,2011,"$46,000",,,publicSale
http://www.wikidata.org/entity/Q6695163,Q6695163,Lubec Channel Light,Maine,Washington County,44.84205194,-66.97661722,1890,12,16,6,Fl W 6s,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Lubec%20Channel%20Lighthouse%20Maine.JPG,2007,"$46,000",,,publicSale
http://www.wikidata.org/entity/Q7628986,Q7628986,Sturgeon Bay Canal Light,Wisconsin,Door County,44.795,-87.3133,1899,30,32,17,Fl R 10s,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Door%20County%20Trip%20-%20June%202013%20-%20Sturgeon%20Bay%20Ship%20Canal%20Light%20%289209950418%29.jpg,2014,"$48,500",,,publicSale
http://www.wikidata.org/entity/Q6776447,Q6776447,Martin Reef Light Station,Michigan,Mackinac County,45.913333,-84.148333,1927,16,20,13,Fl W/R 10s,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Martin%20Reef%20Light%20Station%20%28Mackinac%20County%2C%20Michigan%29.jpg,2018,"$52,777",,x,publicSale
http://www.wikidata.org/entity/Q5598372,Q5598372,Grays Reef Light Station,Michigan,Emmet County,45.766667,-85.153333,1891,20,25,15,Fl R 10s,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Graysreef.jpg,2017,$52.777,,x,publicSale
http://www.wikidata.org/entity/Q4944488,Q4944488,Borden Flats Light,Massachusetts,Massachusetts,41.704441,-71.174396,1875,15,14,11,Fl W 2.5s,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Borden%20Flats%20Light.jpg,2010,"$56,569",,,publicSale
http://www.wikidata.org/entity/Q7559332,Q7559332,Sombrero Key Light,Florida,Monroe County,24.627906,-81.111606,1858,43,42,15,Fl(5) W 60s,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/USCGSombrero%20key%201971%20sm.jpg,2022,"$575,000",,x,publicSale
http://www.wikidata.org/entity/Q7497932,Q7497932,Ship John Shoal Light,New Jersey,Cumberland County,39.305278,-75.376667,1877,14,15,12,"Fl W 5s, R sector",http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Ship%20john%20shoal%20light.JPG,2012,"$60,200",,x,publicSale
http://www.wikidata.org/entity/Q7784202,Q7784202,Thimble Shoal Light,Virginia,Q49231,37.014486,-76.239853,1872,17,16,18,Fl W 10s,http://www.wikidata.org/entity/Q7934314,http://commons.wikimedia.org/wiki/Special:FilePath/Thimble%20Shoals%20Light.jpg,2005,"$65,000",,x,publicSale
http://www.wikidata.org/entity/Q7371061,Q7371061,Round Island Passage Light,Michigan,Mackinac County,45.8433,-84.615,1947,18,22,14,Fl R 4s,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Round%20Island%20Passage%20Light.jpg,2014,"$65,500",,,publicSale
http://www.wikidata.org/entity/Q7095063,Q7095063,Ontonagon Light,Michigan,Ontonagon,46.873611,-89.318611,1853,10,10,11,,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Ontonagon%20Lighthouse.jpg,2019,"$7,500",,,publicSale
http://www.wikidata.org/entity/Q5430706,Q5430706,Fairport Harbor West Breakwater Light,Ohio,Fairport Harbor,41.7679,-81.2812,1925,13,17,13,Iso W 6s,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Fairport%20Harbor%20Lighthouse.jpg,2011,"$71,010",,,publicSale
http://www.wikidata.org/entity/Q16895957,Q16895957,North Manitou Shoal Light Station,Michigan,Leland Township,45.02,-85.9567,1935,19,24,12,Fl R 15s,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/North%20Manitou%20Shoal%20Light%20Station%20%28Leelanau%20County%2C%20Michigan%29.jpg,2017,"$73,000",,x,publicSale
http://www.wikidata.org/entity/Q8029912,Q8029912,Wolf Trap Light,Virginia,Mathews County,37.39,-76.19,1821,16,16,14,Fl W 15s,http://www.wikidata.org/entity/Q7934314,http://commons.wikimedia.org/wiki/Special:FilePath/USCGwolftraplight1960.jpg,2006,"$75,000",,x,publicSale
http://www.wikidata.org/entity/Q4943563,Q4943563,Boon Island Light,Maine,York,43.12144944,-70.47642194,1811,41,42,19,Fl W 5s,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Boon%20Island%20Lighthouse%20%28cropped%29.jpg,2014,"$78,000",,x,publicSale
http://www.wikidata.org/entity/Q5002608,Q5002608,Butler Flats Light,Massachusets,New Bedford,41.60375,-70.894444,1898,16,16,6,Fl W 4s,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Butler%20Flats%20Light%2C%20New%20Bedford%2C%20MA.jpg,2016,"$80,000",,,publicSale
http://www.wikidata.org/entity/Q3378389,Q3378389,Sharps Island Light,Maryland,Talbot County,38.6391,-76.3757,1838,14,Retired,,,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Sharps%20Island%20Light%202009.jpg,2008,"$80,000",,x,publicSale
http://www.wikidata.org/entity/Q7415820,Q7415820,Sand Key Light,Florida,Monroe County,24.463889,-81.879444,1827,40,33,11,Fl(2) W 15s with R sectors,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Sand%20Key%20Light%202005.jpg#,2021,"$86,000",,x,publicSale
http://www.wikidata.org/entity/Q4744980,Q4744980,American Shoal Light,Florida,Monroe County,24.52511722,-81.51941611,1880,34,6,14,Fl(4) W 60s,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Americanshoal.JPG,2022,"$860,000",,x,publicSale
http://www.wikidata.org/entity/Q5598744,Q5598744,Great Beds Light,New Jersey,South Amboy,40.48666667,-74.25333333,1880,19,19,6,Fl R 6s,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Greatbedslight.jpg,2011,"$90,000",,,publicSale
http://www.wikidata.org/entity/Q15253289,Q15253289,Miah Maull Shoal Light,New Jersey,Cumberland County,39.12666667,-75.20972222,1913,14,18,12,"Oc W 4s, R sector",http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/MIAH%20MAUL%20SHOAL%20LIGHTHOUSE%2C%20CUMBERLAND%20COUNTY%2C%20NJ.jpg,2015,"$90,000",,x,publicSale
http://www.wikidata.org/entity/Q7363153,Q7363153,Romer Shoal Light,New Jersey,Highlands,40.513006,-74.01352,1838,16,16,15,Fl(2) W 15s,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Romer%20Shoal%20Light%20Station.jpg,2011,"$90,000",,x,publicSale
http://www.wikidata.org/entity/Q15256004,Q15256004,Moose Peak Light Shalen’s New Home,Maine,Washington County,44.47458056,-67.53199167,1827,"17,5",22,20,Fl W 30s,,http://commons.wikimedia.org/wiki/Special:FilePath/Moose%20Peak%20Lighthouse%20Maine.JPG,2012,"$93,500",,,publicSale
http://www.wikidata.org/entity/Q14537875,Q14537875,The Graves Light,Massachusetts,Boston,42.3649,-70.8691,1903,34,29,15,Fl(2) W 12s,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Graves%20Light%2C%20Boston%20%28493403%29%20%2810772613144%29.jpg,2013,"$933,888",,x,publicSale
http://www.wikidata.org/entity/Q5181676,Q5181676,Craighill Channel Lower Range Front Light,Maryland,Baltimore County,39.18861389,-76.3944,1873,20,7,6,"Fl W, 3 s with R sector",http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/CRAIGHILL%20CH%20FRONT%20LOWER%2072%20500.jpg,2018,"$96,000",,x,publicSale
http://www.wikidata.org/entity/Q7193314,Q7193314,Pigeon Point Lighthouse,California,San Mateo County,37.18166667,-122.39388889,1872,35,45,24,Fl W 10s,http://www.wikidata.org/entity/Q2933979,http://commons.wikimedia.org/wiki/Special:FilePath/Pigeon%20Point%20Lighthouse%20%282016%29.jpg,2011,,,,stateGov
http://www.wikidata.org/entity/Q7208173,Q7208173,Point Sur Lighthouse,California,Monterey County,36.305,-121.898611,1889,15,83,24,Fl W 15s,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Point%20Sur%20Light%20Station%20%E2%80%93%20lantern%20room%20from%20above.jpg,2005,,,,stateGov
http://www.wikidata.org/entity/Q7855087,Q7855087,Turkey Point Light,Maryland,Kent County,39.4499,-76.0084,1833,"11,5",39,10,Fl W 6s,http://www.wikidata.org/entity/Q19558910,http://commons.wikimedia.org/wiki/Special:FilePath/Turkey%20Point%20Lighthouse.jpg,2005,,,,stateGov
